Date,Price,Open,High,Low,Amount,Return
2018/12/7,"3,422.20","3,508.90","3,626.60","3,251.80",639.33,-0.02460000 
2018/12/8,"3,430.40","3,422.30","3,507.70","3,302.90",424.4,0.00240000 
2018/12/9,"3,567.50","3,430.30","3,677.60","3,424.20",327.93,0.04000000 
2018/12/10,"3,460.50","3,566.90","3,622.40","3,412.70",394.49,-0.03000000 
2018/12/11,"3,407.70","3,460.40","3,485.90","3,349.90",418.53,-0.01530000 
2018/12/12,"3,466.10","3,390.20","3,510.20","3,379.40",391.17,0.01720000 
2018/12/13,"3,315.30","3,466.20","3,474.40","3,284.80",435.89,-0.04350000 
2018/12/14,"3,247.80","3,315.40","3,336.60","3,199.10",445.56,-0.02040000 
2018/12/15,"3,228.70","3,247.80","3,282.30","3,177.00",332.95,-0.00590000 
2018/12/16,"3,247.90","3,228.60","3,305.00","3,225.90",335.69,0.00600000 
2018/12/17,"3,526.10","3,248.30","3,597.40","3,243.10",534.78,0.08570000 
2018/12/18,"3,668.00","3,526.00","3,683.10","3,456.90",698.53,0.04020000 
2018/12/19,"3,687.10","3,668.10","3,924.70","3,647.50",792.4,0.00520000 
2018/12/20,"4,076.00","3,687.20","4,140.30","3,665.80",958.58,0.10550000 
2018/12/21,"3,850.90","4,075.20","4,153.10","3,786.90",748.76,-0.05520000 
2018/12/22,"3,964.40","3,850.90","3,977.20","3,803.70",554.59,0.02950000 
2018/12/23,"3,944.40","3,964.30","4,037.10","3,904.60",572.21,-0.00500000 
2018/12/24,"4,026.10","3,944.50","4,208.20","3,941.90",716.29,0.02070000 
2018/12/25,"3,762.50","4,025.60","4,030.70","3,676.50",670.94,-0.06550000 
2018/12/26,"3,793.70","3,762.80","3,841.90","3,680.30",567.11,0.00830000 
2018/12/27,"3,586.90","3,793.40","3,822.60","3,560.80",543.44,-0.05450000 
2018/12/28,"3,861.60","3,587.10","3,900.30","3,565.50",565.24,0.07660000 
2018/12/29,"3,706.80","3,861.60","3,899.60","3,696.00",505.41,-0.04010000 
2018/12/30,"3,815.00","3,708.20","3,837.70","3,682.50",519.17,0.02920000 
2018/12/31,"3,709.40","3,815.10","3,819.60","3,658.80",545.83,-0.02770000 
2019/1/1,"3,809.40","3,709.50","3,814.30","3,664.40",469.11,0.02690000 
2019/1/2,"3,873.80","3,809.70","3,894.80","3,768.10",554.47,0.01690000 
2019/1/3,"3,780.10","3,874.10","3,875.80","3,753.00",450.32,-0.02420000 
2019/1/4,"3,802.70","3,780.50","3,823.90","3,720.00",488.7,0.00600000 
2019/1/5,"3,785.40","3,802.80","3,846.70","3,769.00",468.45,-0.00460000 
2019/1/6,"4,004.10","3,785.70","4,034.10","3,758.50",529.89,0.05780000 
2019/1/7,"3,985.90","4,004.30","4,028.00","3,945.50",500.88,-0.00450000 
2019/1/8,"3,971.00","3,985.80","4,070.50","3,943.10",514.08,-0.00370000 
2019/1/9,"3,978.00","3,971.00","4,014.20","3,957.50",473.42,0.00170000 
2019/1/10,"3,603.70","3,978.90","4,007.70","3,562.10",697.31,-0.09410000 
2019/1/11,"3,616.50","3,603.30","3,655.70","3,563.10",551.64,0.00350000 
2019/1/12,"3,597.20","3,616.60","3,633.90","3,561.30",435.06,-0.00530000 
2019/1/13,"3,490.20","3,597.30","3,617.60","3,473.20",452.79,-0.02980000 
2019/1/14,"3,638.10","3,490.40","3,672.00","3,490.40",539.93,0.04240000 
2019/1/15,"3,571.30","3,637.50","3,660.80","3,545.70",544.85,-0.01840000 
2019/1/16,"3,588.00","3,570.60","3,644.10","3,561.40",487.34,0.00470000 
2019/1/17,"3,626.40","3,588.10","3,636.70","3,554.80",525.1,0.01070000 
2019/1/18,"3,605.60","3,626.30","3,627.90","3,575.70",488.16,-0.00570000 
2019/1/19,"3,677.80","3,605.80","3,715.20","3,604.10",537.06,0.02000000 
2019/1/20,"3,542.30","3,676.20","3,699.10","3,503.90",563.31,-0.03680000 
2019/1/21,"3,536.70","3,542.70","3,561.40","3,505.40",394.17,-0.00160000 
2019/1/22,"3,580.10","3,536.90","3,607.90","3,465.20",447.7,0.01230000 
2019/1/23,"3,561.50","3,580.10","3,608.30","3,532.80",445.87,-0.00520000 
2019/1/24,"3,574.30","3,561.40","3,587.00","3,539.70",428.6,0.00360000 
2019/1/25,"3,572.00","3,574.30","3,582.60","3,542.20",448.89,-0.00060000 
2019/1/26,"3,570.90","3,572.00","3,652.50","3,556.10",432.55,-0.00030000 
2019/1/27,"3,555.60","3,570.90","3,583.20","3,509.20",464.02,-0.00430000 
2019/1/28,"3,442.80","3,555.80","3,561.20","3,395.70",620.85,-0.03170000 
2019/1/29,"3,414.80","3,442.80","3,450.10","3,368.20",585.46,-0.00810000 
2019/1/30,"3,460.00","3,414.60","3,479.00","3,394.20",600.25,0.01320000 
2019/1/31,"3,437.20","3,460.00","3,484.70","3,427.00",477.07,-0.00660000 
2019/2/1,"3,467.90","3,437.70","3,485.70","3,415.30",481.58,0.00900000 
2019/2/2,"3,502.50","3,467.90","3,514.50","3,447.80",443.6,0.01000000 
2019/2/3,"3,459.10","3,502.30","3,507.80","3,431.30",451.66,-0.01240000 
2019/2/4,"3,462.80","3,459.00","3,479.70","3,437.10",503.92,0.00110000 
2019/2/5,"3,468.40","3,463.00","3,485.90","3,450.30",460.95,0.00160000 
2019/2/6,"3,404.30","3,468.50","3,478.00","3,383.90",514.21,-0.01850000 
2019/2/7,"3,397.70","3,404.90","3,421.80","3,390.30",471.36,-0.00200000 
2019/2/8,"3,661.70","3,397.30","3,721.10","3,382.50",699.23,0.07770000 
2019/2/9,"3,661.40","3,661.60","3,675.30","3,633.20",454.8,-0.00010000 
2019/2/10,"3,679.00","3,661.00","3,680.60","3,617.10",501.9,0.00480000 
2019/2/11,"3,631.80","3,678.80","3,681.10","3,623.80",517.28,-0.01280000 
2019/2/12,"3,632.00","3,631.80","3,656.40","3,594.40",545.82,0.00010000 
2019/2/13,"3,611.50","3,632.00","3,663.50","3,599.20",558.02,-0.00560000 
2019/2/14,"3,592.60","3,611.50","3,624.50","3,580.20",498.14,-0.00520000 
2019/2/15,"3,604.70","3,592.60","3,648.30","3,581.40",516.21,0.00340000 
2019/2/16,"3,616.80","3,604.70","3,641.90","3,599.70",485.63,0.00340000 
2019/2/17,"3,664.20","3,616.80","3,689.90","3,607.90",580.51,0.01310000 
2019/2/18,"3,896.00","3,664.20","3,903.70","3,655.10",933.15,0.06330000 
2019/2/19,"3,914.30","3,896.40","3,993.80","3,863.70",1.44,0.00470000 
2019/2/20,"3,972.40","3,914.30","3,983.60","3,881.20",698.01,0.01480000 
2019/2/21,"3,936.60","3,972.00","4,011.50","3,909.20",668.16,-0.00900000 
2019/2/22,"3,965.20","3,937.40","3,983.10","3,931.70",649.55,0.00730000 
2019/2/23,"4,120.40","3,965.20","4,152.60","3,939.40",727.85,0.03910000 
2019/2/24,"3,755.20","4,120.50","4,194.20","3,738.70",977.78,-0.08860000 
2019/2/25,"3,833.70","3,755.70","3,870.70","3,753.80",765.87,0.02090000 
2019/2/26,"3,810.30","3,833.50","3,845.50","3,775.00",2.09,-0.00610000 
2019/2/27,"3,814.60","3,810.30","3,836.40","3,701.90",2.82,0.00110000 
2019/2/28,"3,816.60","3,814.60","3,883.70","3,783.30",2.31,0.00050000 
2019/3/1,"3,821.90","3,816.70","3,855.80","3,816.40",1.74,0.00140000 
2019/3/2,"3,823.10","3,821.90","3,843.20","3,783.60",1.61,0.00030000 
2019/3/3,"3,809.50","3,823.20","3,836.60","3,789.70",1.51,-0.00360000 
2019/3/4,"3,715.90","3,809.70","3,828.40","3,681.80",2.85,-0.02450000 
2019/3/5,"3,857.20","3,715.90","3,873.20","3,705.70",3.82,0.03800000 
2019/3/6,"3,863.00","3,857.20","3,887.30","3,816.70",2.52,0.00150000 
2019/3/7,"3,875.10","3,863.10","3,907.40","3,847.90",2.6,0.00320000 
2019/3/8,"3,865.90","3,875.10","3,929.00","3,810.70",2.96,-0.00240000 
2019/3/9,"3,944.30","3,865.60","3,964.00","3,859.70",2.48,0.02030000 
2019/3/10,"3,915.20","3,944.40","3,944.50","3,889.20",1.89,-0.00740000 
2019/3/11,"3,870.30","3,915.20","3,935.50","3,842.40",3.19,-0.01150000 
2019/3/12,"3,886.00","3,870.30","3,900.10","3,817.10",2.9,0.00410000 
2019/3/13,"3,865.10","3,885.90","3,894.70","3,847.40",2.28,-0.00540000 
2019/3/14,"3,879.00","3,865.10","3,914.70","3,828.40",2.86,0.00360000 
2019/3/15,"3,924.30","3,879.00","3,935.70","3,874.80",3.11,0.01170000 
2019/3/16,"4,006.40","3,924.40","4,050.60","3,923.70",3.46,0.02090000 
2019/3/17,"3,981.50","4,006.40","4,009.80","3,956.30",1.87,-0.00620000 
2019/3/18,"3,990.20","3,981.50","4,032.30","3,958.50",2.62,0.00220000 
2019/3/19,"4,017.00","3,990.20","4,029.90","3,972.40",2.99,0.00670000 
2019/3/20,"4,041.20","4,017.00","4,050.00","3,985.30",3.18,0.00600000 
2019/3/21,"3,982.20","4,041.20","4,064.00","3,923.80",3.88,-0.01460000 
2019/3/22,"3,990.40","3,982.20","4,005.70","3,971.80",2.83,0.00210000 
2019/3/23,"4,002.50","3,990.40","4,018.20","3,980.80",2,0.00300000 
2019/3/24,"3,994.70","4,002.60","4,005.70","3,967.00",2.04,-0.00200000 
2019/3/25,"3,937.00","3,994.80","4,000.50","3,897.90",2.86,-0.01440000 
2019/3/26,"3,942.80","3,937.10","3,950.70","3,899.90",2.53,0.00150000 
2019/3/27,"4,041.70","3,942.80","4,043.30","3,936.20",2.78,0.02510000 
2019/3/28,"4,025.60","4,041.70","4,041.70","4,008.40",2.11,-0.00400000 
2019/3/29,"4,102.20","4,025.70","4,123.10","4,022.60",3.3,0.01900000 
2019/3/30,"4,111.80","4,103.70","4,138.10","4,057.10",2.55,0.00230000 
2019/3/31,"4,102.30","4,111.80","4,121.90","4,082.20",2.43,-0.00230000 
2019/4/1,"4,145.10","4,102.30","4,159.10","4,076.80",3.22,0.01040000 
2019/4/2,"4,859.30","4,145.10","4,899.60","4,143.50",14.77,0.17230000 
2019/4/3,"4,968.70","4,859.30","5,278.40","4,814.00",13.83,0.02250000 
2019/4/4,"4,902.40","4,968.70","5,042.50","4,789.20",1.05,-0.01330000 
2019/4/5,"5,010.20","4,902.50","5,029.40","4,888.30",851.72,0.02200000 
2019/4/6,"5,046.20","5,010.00","5,198.40","4,947.90",952.18,0.00720000 
2019/4/7,"5,173.60","5,046.10","5,219.50","5,033.70",841.27,0.02530000 
2019/4/8,"5,245.20","5,173.50","5,300.60","5,060.50",928.23,0.01380000 
2019/4/9,"5,158.40","5,245.00","5,245.90","5,095.20",784.62,-0.01650000 
2019/4/10,"5,307.80","5,158.40","5,404.10","5,142.90",837.51,0.02890000 
2019/4/11,"5,022.60","5,307.70","5,337.00","4,948.00",943.49,-0.05370000 
2019/4/12,"5,054.20","5,022.70","5,080.50","4,889.20",779.14,0.00630000 
2019/4/13,"5,051.80","5,054.20","5,093.40","5,011.60",577.16,-0.00050000 
2019/4/14,"5,134.80","5,052.00","5,153.50","5,010.70",566.38,0.01640000 
2019/4/15,"5,032.30","5,135.10","5,168.00","4,964.20",688.2,-0.02000000 
2019/4/16,"5,180.90","5,031.40","5,198.40","5,014.40",631.05,0.02950000 
2019/4/17,"5,208.30","5,182.10","5,230.90","5,165.50",806.52,0.00530000 
2019/4/18,"5,264.70","5,208.30","5,293.10","5,205.00",727.97,0.01080000 
2019/4/19,"5,241.00","5,264.80","5,282.40","5,192.10",787.09,-0.00450000 
2019/4/20,"5,290.20","5,241.00","5,327.00","5,240.20",782.32,0.00940000 
2019/4/21,"5,243.50","5,290.20","5,308.20","5,189.80",811.41,-0.00880000 
2019/4/22,"5,346.70","5,248.20","5,370.20","5,170.20",920.77,0.01970000 
2019/4/23,"5,511.60","5,346.50","5,594.40","5,291.40",900,0.03080000 
2019/4/24,"5,415.60","5,511.20","5,589.60","5,346.80",994.04,-0.01740000 
2019/4/25,"5,209.10","5,415.60","5,528.20","5,137.40",955.36,-0.03810000 
2019/4/26,"5,298.30","5,209.20","5,469.30","5,159.30",1.03,0.01710000 
2019/4/27,"5,265.90","5,298.20","5,318.10","5,225.40",833.13,-0.00610000 
2019/4/28,"5,302.30","5,265.70","5,332.50","5,234.40",681.41,0.00690000 
2019/4/29,"5,235.00","5,302.40","5,322.90","5,188.90",775.82,-0.01270000 
2019/4/30,"5,320.80","5,235.40","5,336.60","5,195.90",697.42,0.01640000 
2019/5/1,"5,384.20","5,321.10","5,396.30","5,319.50",623.64,0.01190000 
2019/5/2,"5,493.80","5,384.60","5,530.80","5,370.00",722.23,0.02040000 
2019/5/3,"5,766.80","5,493.60","5,844.20","5,478.70",1.04,0.04970000 
2019/5/4,"5,830.90","5,768.00","5,899.20","5,605.00",920.61,0.01110000 
2019/5/5,"5,774.90","5,830.80","5,838.20","5,708.20",709.02,-0.00960000 
2019/5/6,"5,745.10","5,775.10","5,801.40","5,630.50",755.39,-0.00520000 
2019/5/7,"5,849.50","5,745.50","6,019.80","5,745.50",955.88,0.01820000 
2019/5/8,"5,990.30","5,849.40","6,011.30","5,799.10",757.13,0.02410000 
2019/5/9,"6,191.50","5,990.50","6,206.00","5,990.00",799.96,0.03360000 
2019/5/10,"6,386.00","6,194.30","6,466.60","6,157.80",907.94,0.03140000 
2019/5/11,"7,190.30","6,386.60","7,373.80","6,386.50",1.31,0.12590000 
2019/5/12,"6,984.80","7,190.00","7,518.90","6,802.60",1.35,-0.02860000 
2019/5/13,"7,806.00","6,984.70","8,058.30","6,893.10",1.2,0.11760000 
2019/5/14,"7,994.60","7,806.40","8,323.90","7,674.00",1.33,0.02420000 
2019/5/15,"8,164.60","7,994.80","8,225.30","7,856.50",1.13,0.02130000 
2019/5/16,"7,871.80","8,164.80","8,293.30","7,720.40",1.18,-0.03590000 
2019/5/17,"7,359.50","7,871.90","7,924.00","6,998.60",1.43,-0.06510000 
2019/5/18,"7,262.60","7,359.90","7,458.50","7,189.40",865.53,-0.01320000 
2019/5/19,"8,157.20","7,261.90","8,253.40","7,252.30",1.08,0.12320000 
2019/5/20,"7,965.30","8,156.40","8,156.40","7,604.00",958.81,-0.02350000 
2019/5/21,"7,930.30","7,965.00","8,056.80","7,813.20",804.88,-0.00440000 
2019/5/22,"7,635.70","7,928.70","7,999.00","7,545.90",821.4,-0.03720000 
2019/5/23,"7,852.10","7,637.20","7,939.10","7,486.80",815.14,0.02830000 
2019/5/24,"7,970.10","7,852.80","8,124.10","7,775.40",868.47,0.01500000 
2019/5/25,"8,027.40","7,971.40","8,090.10","7,919.10",691.27,0.00720000 
2019/5/26,"8,630.20","8,029.60","8,718.60","7,866.50",872.12,0.07510000 
2019/5/27,"8,760.10","8,628.90","8,902.80","8,607.30",907.96,0.01510000 
2019/5/28,"8,716.30","8,759.40","8,794.10","8,568.80",763.2,-0.00500000 
2019/5/29,"8,647.80","8,715.60","8,747.20","8,435.30",15.43,-0.00790000 
2019/5/30,"8,271.90","8,647.80","9,045.90","8,054.70",1.04,-0.04350000 
2019/5/31,"8,558.30","8,271.40","8,578.80","8,135.00",858.41,0.03460000 
2019/6/1,"8,545.70","8,556.90","8,615.80","8,454.00",686.75,-0.00150000 
2019/6/2,"8,728.60","8,545.80","8,807.70","8,534.80",614.54,0.02140000 
2019/6/3,"8,124.80","8,728.60","8,734.90","8,102.70",739.45,-0.06920000 
2019/6/4,"7,685.50","8,118.10","8,118.10","7,494.00",966.95,-0.05410000 
2019/6/5,"7,779.10","7,685.60","7,885.00","7,590.40",762.94,0.01220000 
2019/6/6,"7,784.90","7,779.60","7,861.40","7,480.40",651.82,0.00080000 
2019/6/7,"7,985.20","7,785.80","8,099.40","7,749.40",588.87,0.02570000 
2019/6/8,"7,901.40","7,985.30","8,044.40","7,770.50",485.81,-0.01050000 
2019/6/9,"7,635.00","7,901.60","7,937.50","7,516.90",554.48,-0.03370000 
2019/6/10,"7,987.80","7,635.00","8,012.80","7,523.60",641.38,0.04620000 
2019/6/11,"7,888.00","7,987.80","8,010.40","7,714.50",579,-0.01250000 
2019/6/12,"8,133.10","7,888.00","8,198.10","7,805.80",607.89,0.03110000 
2019/6/13,"8,219.00","8,132.40","8,306.10","8,028.60",574.21,0.01060000 
2019/6/14,"8,656.10","8,218.60","8,685.30","8,153.20",643.17,0.05320000 
2019/6/15,"8,812.50","8,655.80","8,856.70","8,582.30",608.69,0.01810000 
2019/6/16,"8,962.50","8,812.20","9,332.00","8,771.10",849.77,0.01700000 
2019/6/17,"9,318.80","8,961.00","9,438.10","8,959.80",738.8,0.03980000 
2019/6/18,"9,080.60","9,318.90","9,336.10","8,962.70",723.17,-0.02560000 
2019/6/19,"9,255.40","9,080.70","9,295.10","9,044.00",587.57,0.01930000 
2019/6/20,"9,517.00","9,255.00","9,583.90","9,188.40",693.62,0.02830000 
2019/6/21,"10,179.30","9,517.70","10,184.30","9,517.40",769.12,0.06960000 
2019/6/22,"10,721.70","10,178.10","11,160.50","10,031.30",1.09,0.05330000 
2019/6/23,"10,897.10","10,721.50","11,361.30","10,557.80",683.79,0.01640000 
2019/6/24,"11,046.40","10,897.30","11,114.40","10,622.60",566.96,0.01370000 
2019/6/25,"11,809.90","11,046.60","11,833.90","11,033.70",781.09,0.06910000 
2019/6/26,"13,063.80","11,811.60","13,929.80","11,747.30",1.48,0.10620000 
2019/6/27,"11,287.80","13,062.40","13,422.00","10,493.50",1.59,-0.13590000 
2019/6/28,"12,409.10","11,288.40","12,461.80","10,970.50",1.09,0.09930000 
2019/6/29,"11,906.50","12,408.00","12,422.90","11,490.80",834.62,-0.04050000 
2019/6/30,"10,818.60","11,906.00","12,179.30","10,765.40",880.77,-0.09140000 
2019/7/1,"10,616.60","10,821.40","11,254.50","10,041.60",1.04,-0.01870000 
2019/7/2,"10,835.90","10,615.50","10,923.50","9,728.50",1.12,0.02070000 
2019/7/3,"11,900.80","10,835.90","11,931.80","10,835.90",998.73,0.09830000 
2019/7/4,"11,163.10","11,899.30","11,948.00","11,087.10",840.34,-0.06200000 
2019/7/5,"10,970.20","11,159.70","11,381.80","10,810.30",772.67,-0.01730000 
2019/7/6,"11,268.00","10,969.80","11,650.20","10,967.90",688.96,0.02710000 
2019/7/7,"11,415.90","11,267.90","11,524.60","11,108.10",601.93,0.01310000 
2019/7/8,"12,252.60","11,415.80","12,332.30","11,304.80",695.6,0.07330000 
2019/7/9,"12,541.50","12,250.60","12,772.90","12,111.20",847.84,0.02360000 
2019/7/10,"12,110.60","12,542.80","13,134.40","11,594.90",1.11,-0.03440000 
2019/7/11,"11,342.30","12,111.60","12,111.60","11,029.00",943.13,-0.06340000 
2019/7/12,"11,762.10","11,343.70","11,881.40","11,109.80",738.17,0.03700000 
2019/7/13,"11,364.90","11,762.80","11,798.40","10,839.40",747.71,-0.03380000 
2019/7/14,"10,200.10","11,364.30","11,448.70","10,128.90",840.76,-0.10250000 
2019/7/15,"10,845.90","10,199.90","11,064.70","9,885.40",956.52,0.06330000 
2019/7/16,"9,424.80","10,844.00","11,019.50","9,375.30",1.05,-0.13100000 
2019/7/17,"9,723.20","9,425.10","9,983.60","9,082.60",1.03,0.03170000 
2019/7/18,"10,651.40","9,723.10","10,787.10","9,390.00",974.49,0.09550000 
2019/7/19,"10,571.50","10,651.60","10,758.40","10,160.70",727.79,-0.00750000 
2019/7/20,"10,826.70","10,571.90","11,155.60","10,462.00",668.94,0.02410000 
2019/7/21,"10,714.40","10,827.00","10,883.80","10,442.50",562.17,-0.01040000 
2019/7/22,"10,412.50","10,715.10","10,806.30","10,196.50",591.27,-0.02820000 
2019/7/23,"9,888.70","10,412.80","10,414.70","9,865.40",663.38,-0.05030000 
2019/7/24,"9,804.30","9,887.20","9,945.30","9,584.00",639.54,-0.00850000 
2019/7/25,"9,945.30","9,804.70","10,203.50","9,776.60",545.85,0.01440000 
2019/7/26,"9,831.00","9,945.20","10,436.10","9,724.20",493.75,-0.01150000 
2019/7/27,"9,492.10","9,830.40","10,232.30","9,389.10",661.89,-0.03450000 
2019/7/28,"9,727.80","9,491.10","9,798.50","9,401.10",518.59,0.02480000 
2019/7/29,"9,580.90","9,728.50","9,835.40","9,502.50",510.9,-0.01510000 
2019/7/30,"9,580.70","9,580.00","9,703.00","9,483.00",511.51,0.00000000 
2019/7/31,"10,082.00","9,580.30","10,100.00","9,562.40",589.84,0.05230000 
2019/8/1,"10,380.00","10,081.90","10,459.00","9,890.60",608.37,0.02960000 
2019/8/2,"10,520.10","10,380.50","10,664.80","10,330.50",578.29,0.01350000 
2019/8/3,"10,815.70","10,519.90","10,893.60","10,504.50",508.75,0.02810000 
2019/8/4,"10,934.60","10,816.10","11,017.70","10,568.80",585.71,0.01100000 
2019/8/5,"11,816.80","10,934.80","11,922.30","10,934.80",769.63,0.08070000 
2019/8/6,"11,480.90","11,817.60","12,291.90","11,237.00",807.58,-0.02840000 
2019/8/7,"12,013.90","11,481.00","12,114.50","11,406.40",702.85,0.04640000 
2019/8/8,"12,191.60","12,015.90","12,236.60","11,727.00",592.15,0.01480000 
2019/8/9,"12,089.80","12,190.00","12,225.30","11,885.00",558.72,-0.00840000 
2019/8/10,"11,314.50","12,090.50","12,185.00","11,281.60",570.74,-0.06410000 
2019/8/11,"11,517.20","11,314.60","11,728.40","11,146.10",435.83,0.01790000 
2019/8/12,"11,394.20","11,505.10","11,508.60","11,267.30",391.08,-0.01070000 
2019/8/13,"10,892.90","11,395.00","11,445.60","10,793.20",540.78,-0.04400000 
2019/8/14,"10,049.40","10,894.20","10,894.50","9,965.50",745.59,-0.07740000 
2019/8/15,"10,303.40","10,053.30","10,448.20","9,580.10",930.05,0.02530000 
2019/8/16,"10,335.60","10,300.90","10,734.00","9,788.60",798.67,0.00310000 
2019/8/17,"10,218.10","10,335.50","10,460.70","10,016.30",497.77,-0.01140000 
2019/8/18,"10,312.70","10,219.30","10,494.90","10,086.70",441.11,0.00930000 
2019/8/19,"10,910.70","10,312.80","10,923.90","10,267.80",519.01,0.05800000 
2019/8/20,"10,752.60","10,911.20","10,941.60","10,581.00",515.47,-0.01450000 
2019/8/21,"10,141.50","10,753.30","10,797.80","9,908.00",717.65,-0.05680000 
2019/8/22,"10,105.00","10,141.10","10,218.20","9,777.00",520.75,-0.00360000 
2019/8/23,"10,388.70","10,104.90","10,434.30","9,921.40",436.26,0.02810000 
2019/8/24,"10,131.00","10,389.40","10,415.90","9,917.50",463.85,-0.02480000 
2019/8/25,"10,136.30","10,132.10","10,307.00","9,935.20",422.53,0.00050000 
2019/8/26,"10,371.80","10,136.00","10,568.20","10,136.00",568.77,0.02320000 
2019/8/27,"10,184.80","10,372.20","10,387.60","10,060.20",419.81,-0.01800000 
2019/8/28,"9,729.40","10,184.70","10,271.30","9,629.60",580.29,-0.04470000 
2019/8/29,"9,491.00","9,729.10","9,729.10","9,343.00",509.13,-0.02450000 
2019/8/30,"9,585.40","9,494.10","9,675.70","9,370.20",413.92,0.00990000 
2019/8/31,"9,594.40","9,585.50","9,677.50","9,457.30",311.49,0.00090000 
2019/9/1,"9,729.30","9,594.70","9,799.50","9,533.60",322.66,0.01410000 
2019/9/2,"10,348.80","9,728.80","10,431.50","9,720.30",542.79,0.06370000 
2019/9/3,"10,612.30","10,348.10","10,756.80","10,283.50",578.79,0.02550000 
2019/9/4,"10,568.20","10,611.60","10,783.60","10,388.60",504.45,-0.00420000 
2019/9/5,"10,566.90","10,567.80","10,630.70","10,469.90",402.09,-0.00010000 
2019/9/6,"10,309.30","10,566.70","10,896.20","10,227.40",643.02,-0.02440000 
2019/9/7,"10,461.10","10,306.90","10,556.40","10,302.30",393.57,0.01470000 
2019/9/8,"10,402.80","10,461.60","10,578.00","10,266.30",339.73,-0.00560000 
2019/9/9,"10,309.00","10,402.10","10,478.00","10,095.70",473.76,-0.00900000 
2019/9/10,"10,105.40","10,308.70","10,379.80","9,970.70",383.22,-0.01980000 
2019/9/11,"10,162.50","10,104.90","10,257.50","9,908.90",413.06,0.00570000 
2019/9/12,"10,415.10","10,162.40","10,447.90","10,051.00",413.22,0.02490000 
2019/9/13,"10,342.10","10,415.20","10,441.40","10,174.10",365.52,-0.00700000 
2019/9/14,"10,337.30","10,342.20","10,421.40","10,253.70",326.44,-0.00050000 
2019/9/15,"10,311.50","10,337.30","10,360.40","10,272.00",255.79,-0.00250000 
2019/9/16,"10,255.50","10,311.30","10,360.50","10,108.50",372.53,-0.00540000 
2019/9/17,"10,195.70","10,254.60","10,273.60","10,153.50",321.64,-0.00580000 
2019/9/18,"10,164.70","10,195.70","10,257.50","10,119.30",318.82,-0.00300000 
2019/9/19,"10,250.50","10,164.60","10,297.60","9,707.60",542.25,0.00840000 
2019/9/20,"10,172.70","10,251.50","10,279.50","10,088.60",362.07,-0.00760000 
2019/9/21,"9,993.00","10,172.80","10,177.90","9,939.80",326.17,-0.01770000 
2019/9/22,"10,031.60","9,993.00","10,075.00","9,870.90",337.06,0.00390000 
2019/9/23,"9,702.20","10,031.30","10,048.80","9,656.30",431.1,-0.03280000 
2019/9/24,"8,513.90","9,702.70","9,793.80","8,069.40",933.16,-0.12250000 
2019/9/25,"8,432.40","8,512.30","8,729.80","8,245.10",696.11,-0.00960000 
2019/9/26,"8,063.80","8,432.50","8,463.10","7,773.60",731.03,-0.04370000 
2019/9/27,"8,184.90","8,063.80","8,257.40","7,882.10",561.4,0.01500000 
2019/9/28,"8,208.50","8,184.50","8,297.20","8,031.10",457.79,0.00290000 
2019/9/29,"8,049.10","8,208.00","8,226.80","7,922.10",418.48,-0.01940000 
2019/9/30,"8,284.30","8,048.90","8,318.50","7,749.00",600.26,0.02920000 
2019/10/1,"8,302.70","8,285.00","8,486.20","8,187.90",533.95,0.00220000 
2019/10/2,"8,364.10","8,302.70","8,374.00","8,167.70",405.86,0.00740000 
2019/10/3,"8,226.90","8,363.60","8,391.70","8,090.10",460.97,-0.01640000 
2019/10/4,"8,148.10","8,227.60","8,233.60","8,041.40",416.92,-0.00960000 
2019/10/5,"8,127.30","8,148.00","8,185.10","8,030.60",360.92,-0.00250000 
2019/10/6,"7,881.90","8,127.30","8,145.50","7,834.90",448.8,-0.03020000 
2019/10/7,"8,198.60","7,882.60","8,293.50","7,797.00",604.74,0.04020000 
2019/10/8,"8,182.90","8,198.50","8,323.10","8,118.10",469.04,-0.00190000 
2019/10/9,"8,566.70","8,180.10","8,655.90","8,122.70",636.43,0.04690000 
2019/10/10,"8,562.30","8,566.80","8,638.50","8,438.70",511.46,-0.00050000 
2019/10/11,"8,267.80","8,562.20","8,751.10","8,249.70",667.86,-0.03440000 
2019/10/12,"8,304.40","8,267.60","8,394.80","8,260.90",424.02,0.00440000 
2019/10/13,"8,281.50","8,304.30","8,450.20","8,190.60",419.87,-0.00280000 
2019/10/14,"8,353.30","8,281.30","8,374.30","8,222.20",505.02,0.00870000 
2019/10/15,"8,167.20","8,353.40","8,400.20","8,139.50",469.73,-0.02230000 
2019/10/16,"8,000.40","8,167.10","8,185.90","7,929.80",538.92,-0.02040000 
2019/10/17,"8,073.30","8,000.40","8,118.20","7,944.40",444.95,0.00910000 
2019/10/18,"7,948.50","8,073.30","8,116.40","7,842.00",505.79,-0.01550000 
2019/10/19,"7,957.30","7,948.30","8,060.20","7,892.40",428.83,0.00110000 
2019/10/20,"8,223.40","7,957.40","8,288.50","7,889.60",513.91,0.03340000 
2019/10/21,"8,208.20","8,224.10","8,315.30","8,155.70",489.4,-0.00180000 
2019/10/22,"8,031.40","8,207.40","8,289.10","8,017.70",570.39,-0.02150000 
2019/10/23,"7,477.00","8,031.00","8,055.00","7,329.20",892.08,-0.06900000 
