Date,Price,Open,High,Low,Amount,Return
2016/5/10,449.4,460.4,462.1,446.8,59.99,-0.02410000 
2016/5/11,452.5,449.4,456.1,449.6,39.97,0.00700000 
2016/5/12,454.4,452.5,455.3,448.4,49.19,0.00430000 
2016/5/13,455.4,454.4,457.2,451.5,32.39,0.00220000 
2016/5/14,456.4,455.4,457.7,453.6,20.36,0.00230000 
2016/5/15,458.1,456.4,460.3,455,21.2,0.00370000 
2016/5/16,454.9,458.1,459.6,450.7,36.6,-0.00710000 
2016/5/17,453.3,454.9,456.3,451.7,34.63,-0.00360000 
2016/5/18,454.2,453.3,456.6,452.4,32.61,0.00210000 
2016/5/19,442.7,454.2,455.2,441.1,59.39,-0.02550000 
2016/5/20,442.1,442.7,447.8,435.4,48.43,-0.00120000 
2016/5/21,443.6,442.1,445.2,439.7,23,0.00350000 
2016/5/22,439.6,443.6,444.2,436.9,28.74,-0.00910000 
2016/5/23,443.7,439.6,445,438.2,35.9,0.00930000 
2016/5/24,446.1,443.7,447.9,442,33.22,0.00550000 
2016/5/25,449.8,446.1,451.2,445.4,37.72,0.00820000 
2016/5/26,453.3,449.8,454.3,447.7,37.72,0.00780000 
2016/5/27,474,453.3,479.2,452.7,135.68,0.04580000 
2016/5/28,524.2,474,531.8,467,150.17,0.10580000 
2016/5/29,516,524.2,548,493.2,152.57,-0.01560000 
2016/5/30,532.3,516,544.2,512.8,77.53,0.03140000 
2016/5/31,528.9,532.3,546.9,513.2,114.08,-0.00630000 
2016/6/1,537.4,528.9,542.3,521.3,72.41,0.01600000 
2016/6/2,537.1,537.4,541.5,530.5,52.88,-0.00060000 
2016/6/3,567,537.1,573.7,534.3,106.25,0.05570000 
2016/6/4,572,567,592.7,560.9,87.41,0.00870000 
2016/6/5,574.9,572,583.6,567.8,64.52,0.00520000 
2016/6/6,583.6,574.9,586.7,571.7,63.68,0.01510000 
2016/6/7,575.6,583.6,591.3,543.6,84.69,-0.01370000 
2016/6/8,580.5,575.6,582.4,567.8,49.6,0.00860000 
2016/6/9,574.7,580.5,580.7,569.3,48.61,-0.01000000 
2016/6/10,577.9,574.7,579.3,571.1,45.5,0.00560000 
2016/6/11,591.6,577.9,592.6,576.3,42.22,0.02370000 
2016/6/12,666.5,591.6,683.8,592.8,217.38,0.12670000 
2016/6/13,700.1,666.5,718.2,652.8,216.73,0.05030000 
2016/6/14,685.1,700.1,702.5,654.7,135.65,-0.02130000 
2016/6/15,690.8,685.1,695.1,670.5,78.62,0.00820000 
2016/6/16,761.2,690.8,769.7,687.4,229.57,0.10200000 
2016/6/17,743.9,761.2,771.9,704.2,215.87,-0.02270000 
2016/6/18,753.8,743.9,776,727.1,120.53,0.01330000 
2016/6/19,761,753.8,765.1,740.4,60.45,0.00960000 
2016/6/20,734,761,764.6,717.4,112.29,-0.03560000 
2016/6/21,667.4,734,732.2,626,248.08,-0.09070000 
2016/6/22,590.6,667.4,677.8,586.6,202.32,-0.11510000 
2016/6/23,620.8,590.6,629.5,539.3,261.74,0.05130000 
2016/6/24,656.9,620.8,687.4,616.4,196.69,0.05810000 
2016/6/25,663.5,656.9,688.1,640.8,100.46,0.01010000 
2016/6/26,625.4,663.5,665.2,609.9,88.93,-0.05740000 
2016/6/27,644.7,625.4,650.3,615.2,99.81,0.03080000 
2016/6/28,644.9,644.7,659.3,634.3,76.66,0.00040000 
2016/6/29,636.5,644.9,645.9,621.8,80.22,-0.01290000 
2016/6/30,670,636.5,673,631.2,88.2,0.05260000 
2016/7/1,674.6,670,685.1,661.1,92.23,0.00680000 
2016/7/2,698.1,674.6,700.5,671.5,67.38,0.03480000 
2016/7/3,661.6,698.1,701.5,644.6,99.27,-0.05220000 
2016/7/4,675.2,661.6,679,644,63.91,0.02040000 
2016/7/5,663.7,675.2,679.2,657.3,54.64,-0.01700000 
2016/7/6,672.7,663.7,678.4,662.2,47.05,0.01360000 
2016/7/7,635.3,672.7,676.2,605,153.61,-0.05570000 
2016/7/8,662.8,635.3,663.4,630.2,75.89,0.04330000 
2016/7/9,651.8,662.8,663.5,620.7,96.01,-0.01650000 
2016/7/10,647.1,651.8,652,636.8,29.26,-0.00720000 
2016/7/11,646.7,647.1,657.5,640,45.94,-0.00060000 
2016/7/12,670.6,646.7,673.2,644.6,66.59,0.03690000 
2016/7/13,661.2,670.6,672,656,62.96,-0.01400000 
2016/7/14,657.3,661.2,661.9,646.3,48.2,-0.00590000 
2016/7/15,664.2,657.3,667.5,656.5,35.83,0.01060000 
2016/7/16,660.7,664.2,665.4,655.7,20.39,-0.00530000 
2016/7/17,676.3,660.7,680.9,660.1,46.84,0.02370000 
2016/7/18,670.4,676.3,680.4,664.6,42.58,-0.00880000 
2016/7/19,671.1,670.4,673.2,663.6,30.4,0.00110000 
2016/7/20,664.4,671.1,672.3,659.5,37.56,-0.01000000 
2016/7/21,664.6,664.4,666.5,657.8,32.17,0.00030000 
2016/7/22,651.1,664.6,669.4,645.7,65.9,-0.02030000 
2016/7/23,655.2,651.1,658.2,648,29.89,0.00620000 
2016/7/24,659.3,655.2,664.2,651,29.82,0.00630000 
2016/7/25,654,659.3,662.5,651.1,34.38,-0.00800000 
2016/7/26,654.4,654,657.8,643.5,49.39,0.00060000 
2016/7/27,654.5,654.4,659.1,646,29.89,0.00020000 
2016/7/28,654.1,654.5,658,650.8,28.11,-0.00060000 
2016/7/29,655.4,654.1,657.4,651,27.04,0.00200000 
2016/7/30,654.7,655.4,657.5,652.1,19.35,-0.00110000 
2016/7/31,621.9,654.7,654.9,621.4,62.89,-0.05020000 
2016/8/1,607,621.9,627.9,603.5,66.66,-0.02390000 
2016/8/2,513.4,607,613.8,471.4,130.91,-0.15420000 
2016/8/3,566.4,513.4,573.1,514.1,85.93,0.10320000 
2016/8/4,576.2,566.4,584.9,559.5,44.82,0.01730000 
2016/8/5,574.7,576.2,580,565.8,27.89,-0.00270000 
2016/8/6,586.5,574.7,596.7,565.3,25.38,0.02050000 
2016/8/7,590.8,586.5,596,580.9,26.2,0.00750000 
2016/8/8,589.2,590.8,594.2,585.4,24.88,-0.00270000 
2016/8/9,585.3,589.2,591.2,581.1,25.97,-0.00680000 
2016/8/10,590.9,585.3,600.5,580.9,49.57,0.00970000 
2016/8/11,587.8,590.9,599.2,585.4,39.83,-0.00520000 
2016/8/12,587.1,587.8,591.1,582.2,25.5,-0.00120000 
2016/8/13,584.6,587.1,590.1,582.8,19.3,-0.00430000 
2016/8/14,569.1,584.6,585.8,559.9,33.07,-0.02660000 
2016/8/15,567,569.1,575,559.3,33.77,-0.00370000 
2016/8/16,580.2,567,583.4,563.4,37.69,0.02340000 
2016/8/17,572.3,580.2,581.1,568.7,32.76,-0.01350000 
2016/8/18,573.4,572.3,579.5,570.8,30.39,0.00180000 
2016/8/19,574.6,573.4,577.9,566.3,25.53,0.00200000 
2016/8/20,582.6,574.6,583.5,572.3,23.12,0.01400000 
2016/8/21,580.7,582.6,585.3,577.8,14.16,-0.00330000 
2016/8/22,587.5,580.7,591.9,577.1,33.56,0.01170000 
2016/8/23,583.6,587.5,589.9,578.6,32.08,-0.00670000 
2016/8/24,579.7,583.6,584.5,576.8,28.06,-0.00670000 
2016/8/25,578,579.7,580.7,570.8,32.73,-0.00290000 
2016/8/26,579.4,578,582.7,575.8,21.17,0.00240000 
2016/8/27,570.3,579.4,580.4,567.3,18.69,-0.01560000 
2016/8/28,575,570.3,576.3,569.2,12.83,0.00810000 
2016/8/29,574.2,575,578.6,571.4,23.86,-0.00130000 
2016/8/30,577.3,574.2,579.9,572.5,27.48,0.00540000 
2016/8/31,573.9,577.3,578.3,571.7,24.93,-0.00600000 
2016/9/1,572,573.9,705,569.4,25.87,-0.00330000 
2016/9/2,575.3,572,577.6,569.3,26.61,0.00580000 
2016/9/3,598.8,575.3,605,572.6,35.7,0.04090000 
2016/9/4,609.5,598.8,615.2,590.8,30.69,0.01790000 
2016/9/5,605.8,609.5,610.6,598.8,25.29,-0.00620000 
2016/9/6,610.4,605.8,612,603.5,24.33,0.00770000 
2016/9/7,613.2,610.4,616.5,606.2,30.03,0.00450000 
2016/9/8,625.6,613.2,629.3,611.3,36.33,0.02020000 
2016/9/9,623.2,625.6,627.6,617.3,28.33,-0.00390000 
2016/9/10,624.5,623.2,627.5,621.1,15.28,0.00220000 
2016/9/11,605.6,624.5,630.8,592.8,36.54,-0.03030000 
2016/9/12,608,605.6,610.6,603,27.95,0.00390000 
2016/9/13,608.6,608,612,604.9,27.52,0.00100000 
2016/9/14,609.5,608.6,612.2,606.4,24.24,0.00150000 
2016/9/15,608.1,609.5,610.7,605.1,22.69,-0.00230000 
2016/9/16,607.8,608.1,610.4,605.2,21.85,-0.00050000 
2016/9/17,607.1,607.8,609.6,604.5,15.89,-0.00120000 
2016/9/18,610.7,607.1,612.4,605.2,16.33,0.00600000 
2016/9/19,609.8,610.7,612.4,607,21.24,-0.00140000 
2016/9/20,609.2,609.8,611.3,605.9,22.61,-0.00100000 
2016/9/21,597.2,609.2,608.8,591.7,36.86,-0.01980000 
2016/9/22,595.6,597.2,599.8,592.8,22.44,-0.00260000 
2016/9/23,602.9,595.6,603.7,594.1,25.92,0.01220000 
2016/9/24,602.6,602.9,605.9,600.5,13.47,-0.00050000 
2016/9/25,601.5,602.6,604.9,598.3,13.28,-0.00180000 
2016/9/26,606.5,601.5,608.5,598.2,27.51,0.00840000 
2016/9/27,605.5,606.5,609,601.7,25.55,-0.00180000 
2016/9/28,604.7,605.5,606.9,602.6,18.94,-0.00130000 
2016/9/29,604.7,604.7,607.2,602,25.32,0.00000000 
2016/9/30,608.1,604.7,608.8,602.3,23.95,0.00570000 
2016/10/1,613.4,608.1,615,607.1,16.93,0.00870000 
2016/10/2,610.7,613.4,614.2,607.7,16.54,-0.00440000 
2016/10/3,611.6,610.7,613.2,608.5,21.95,0.00150000 
2016/10/4,609,611.6,612.7,606.5,24.99,-0.00430000 
2016/10/5,611.8,609,613.7,608,23.4,0.00470000 
2016/10/6,611,611.8,612.7,608.5,21.63,-0.00140000 
2016/10/7,616,611,619.4,609.1,32.73,0.00830000 
2016/10/8,617.7,616,619.6,614.9,13.62,0.00260000 
2016/10/9,615.8,617.7,618.3,613,13.43,-0.00300000 
2016/10/10,617.3,615.8,618.8,612.8,25.23,0.00250000 
2016/10/11,640.5,617.3,642.3,615.6,55.77,0.03750000 
2016/10/12,636,640.5,642.5,632.2,26.95,-0.00700000 
2016/10/13,635.6,636,639.5,632.3,25.62,-0.00060000 
2016/10/14,637.9,635.6,640.5,630.7,31.42,0.00370000 
2016/10/15,637,637.9,641.4,635.1,12.38,-0.00140000 
2016/10/16,640.1,637,642.2,636.4,12.89,0.00490000 
2016/10/17,637.4,640.1,641.3,634.9,27.69,-0.00430000 
2016/10/18,635.3,637.4,639.3,632.2,24.6,-0.00320000 
2016/10/19,629.1,635.3,637.3,624.1,35.29,-0.00990000 
2016/10/20,628.3,629.1,630.8,625.5,20.94,-0.00110000 
2016/10/21,630.5,628.3,633.3,627.6,28.09,0.00340000 
2016/10/22,655.5,630.5,659.9,629.7,37.1,0.03970000 
2016/10/23,653,655.5,661.2,648.8,21.91,-0.00370000 
2016/10/24,650.5,653,654.3,645.7,33.24,-0.00390000 
2016/10/25,651,650.5,662.5,647.7,36.74,0.00080000 
2016/10/26,674.7,651,678.4,651.4,47.67,0.03640000 
2016/10/27,682.3,674.7,687.9,672.3,46.56,0.01130000 
2016/10/28,686.2,682.3,688.4,678.6,38.97,0.00580000 
2016/10/29,715,686.2,720.2,685.2,54.03,0.04180000 
2016/10/30,697.3,715,714.9,689.5,39.33,-0.02470000 
2016/10/31,698.7,697.3,707.2,682.2,38.05,0.00200000 
2016/11/1,726.8,698.7,734.4,695.2,68.07,0.04020000 
2016/11/2,733.5,726.8,735.8,718.1,39.04,0.00930000 
2016/11/3,684.9,733.5,744.4,670.4,96.41,-0.06630000 
2016/11/4,702.1,684.9,706.6,681.3,48.24,0.02510000 
2016/11/5,702.1,702.1,706.4,694,22.02,0.00000000 
2016/11/6,709.9,702.1,714.1,697.6,25.81,0.01110000 
2016/11/7,705.4,709.9,711.7,698.3,30.74,-0.00640000 
2016/11/8,710.9,705.4,714.6,701,39.73,0.00780000 
2016/11/9,721.4,710.9,741.2,707.1,70.7,0.01480000 
2016/11/10,714.6,721.4,723,707.3,33.33,-0.00950000 
2016/11/11,715,714.6,719.8,711.7,25.58,0.00060000 
2016/11/12,704.3,715,717.4,701.1,27.6,-0.01500000 
2016/11/13,702,704.3,705.6,685,36.14,-0.00330000 
2016/11/14,704.6,702,708,696.1,37.75,0.00370000 
2016/11/15,711.1,704.6,716.9,697.9,41.4,0.00930000 
2016/11/16,740.3,711.1,746,708.1,79.57,0.04100000 
2016/11/17,737.5,740.3,751.9,730.1,62.77,-0.00370000 
2016/11/18,747,737.5,751.4,731,39.71,0.01280000 
2016/11/19,747.9,747,755.3,737.4,25.63,0.00120000 
2016/11/20,728.5,747.9,752.3,712.8,47.42,-0.02590000 
2016/11/21,736.2,728.5,744.3,726.5,32.51,0.01050000 
2016/11/22,749.3,736.2,754,730.6,44.44,0.01790000 
2016/11/23,741.1,749.3,750.9,731.3,37.87,-0.01100000 
2016/11/24,735.3,741.1,744.2,726.2,37.24,-0.00780000 
2016/11/25,740.4,735.3,741.3,729,28.85,0.00690000 
2016/11/26,734.1,740.4,741,725.6,22.58,-0.00840000 
2016/11/27,729.4,734.1,738.3,727.1,21.35,-0.00640000 
2016/11/28,733.3,729.4,738.1,727.7,34.12,0.00530000 
2016/11/29,732.6,733.3,737,727.8,32.57,-0.00100000 
2016/11/30,742.5,732.6,745.4,730.6,39.28,0.01360000 
2016/12/1,752.6,742.5,755.5,741.1,54.03,0.01370000 
2016/12/2,770.9,752.6,779,752.3,63.22,0.02430000 
2016/12/3,764.2,770.9,772.3,755.8,38.45,-0.00870000 
2016/12/4,766.4,764.2,769.2,758.8,19.16,0.00280000 
